dates,Open,High,low,close
1992-07-31,8,465,8,255
1992-08-01,90,687,90,675
1992-08-02,819,819,730,795
1992-08-03,942,942,524,599
1992-08-04,235,264,235,264
1992-08-05,789,789,433,440
1992-08-06,344,344,344,344
1992-08-07,439,439,272,381
1992-08-08,15,941,15,585
1992-08-09,505,731,140,175
1992-08-10,41,373,41,232
1992-08-11,671,980,671,792
1992-08-12,619,619,155,613
1992-08-13,414,997,414,600
1992-08-14,43,334,43,165
1992-08-15,397,405,397,405
1992-08-16,544,544,544,544
1992-08-17,301,849,301,518
1992-08-18,489,632,489,617
1992-08-19,606,606,606,606
1992-08-20,231,231,217,226
1992-08-21,804,804,4,736
1992-08-22,529,529,128,515
1992-08-23,135,557,135,230
1992-08-24,213,501,213,471
1992-08-25,59,586,59,528
1992-08-26,325,325,325,325
1992-08-27,715,715,715,715
1992-08-28,21,612,21,357
1992-08-29,67,154,67,76
1992-08-30,620,620,559,620
1992-08-31,952,952,137,673
1992-09-01,622,646,480,618
1992-09-02,864,864,57,455
1992-09-03,886,886,886,886
1992-09-04,532,622,401,491
1992-09-05,36,36,36,36
1992-09-06,619,693,619,654
1992-09-07,613,613,12,249
1992-09-08,86,634,86,114
1992-09-09,856,861,188,206
1992-09-10,524,524,250,523
1992-09-11,99,99,99,99
1992-09-12,662,805,429,641
1992-09-13,158,158,158,158
1992-09-14,381,503,381,396
1992-09-15,6,387,6,92
1992-09-16,363,992,275,430
1992-09-17,828,937,474,804
1992-09-18,249,249,249,249
1992-09-19,25,568,18,530
1992-09-20,933,933,584,752
1992-09-21,217,424,217,227
1992-09-22,365,365,365,365
1992-09-23,585,908,585,636
1992-09-24,459,787,459,749
1992-09-25,768,768,33,682
1992-09-26,882,882,772,791
1992-09-27,334,630,33,533
1992-09-28,957,957,35,826
1992-09-29,36,513,36,218
1992-09-30,410,640,175,411
1992-10-01,917,918,854,918
1992-10-02,860,916,63,657
1992-10-03,146,885,146,813
1992-10-04,427,836,427,443
1992-10-05,581,581,581,581
1992-10-06,277,752,277,594
1992-10-07,685,685,685,685
1992-10-08,579,579,384,532
1992-10-09,320,320,320,320
1992-10-10,483,768,61,561
1992-10-11,926,926,900,919
1992-10-12,607,607,119,488
1992-10-13,743,743,743,743
1992-10-14,804,804,750,780
1992-10-15,846,846,26,79
1992-10-16,401,401,10,270
1992-10-17,879,879,438,746
1992-10-18,27,893,27,55
1992-10-19,722,722,108,610
1992-10-20,412,801,412,781
1992-10-21,148,351,148,235
1992-10-22,393,393,393,393
1992-10-23,253,253,31,59
1992-10-24,270,553,270,317
1992-10-25,126,385,126,318
1992-10-26,841,988,727,820
1992-10-27,687,687,315,503
1992-10-28,342,956,342,768
1992-10-29,806,902,457,602
1992-10-30,646,646,646,646
1992-10-31,643,643,567,571
1992-11-01,398,398,398,398
1992-11-02,190,683,190,548
1992-11-03,517,806,517,742
1992-11-04,106,979,106,943
1992-11-05,977,977,739,755
1992-11-06,645,645,67,172
1992-11-07,388,388,388,388
1992-11-08,239,474,239,383
1992-11-09,604,604,435,574
1992-11-10,908,908,275,717
1992-11-11,563,563,51,85
1992-11-12,926,926,869,876
1992-11-13,403,992,8,129
1992-11-14,264,971,264,272
1992-11-15,814,814,758,789
1992-11-16,28,865,28,505
1992-11-17,467,804,161,168
1992-11-18,94,667,94,503
1992-11-19,202,202,202,202
1992-11-20,730,730,511,609
1992-11-21,953,953,143,814
1992-11-22,96,239,96,218
1992-11-23,539,810,253,628
1992-11-24,967,967,575,805
1992-11-25,325,325,325,325
1992-11-26,790,790,150,515
1992-11-27,457,616,457,548
1992-11-28,315,315,315,315
1992-11-29,934,934,837,853
1992-11-30,359,359,359,359
1992-12-01,241,241,241,241
1992-12-02,736,736,697,733
1992-12-03,507,588,507,517
1992-12-04,488,927,417,536
1992-12-05,498,498,52,423
1992-12-06,913,980,505,580
1992-12-07,997,997,613,726
1992-12-08,620,620,620,620
1992-12-09,992,992,831,927
1992-12-10,349,880,349,568
1992-12-11,872,872,428,548
1992-12-12,388,388,85,298
1992-12-13,102,431,102,181
1992-12-14,757,757,474,583
1992-12-15,445,559,445,532
1992-12-16,606,606,606,606
1992-12-17,527,527,527,527
1992-12-18,160,296,160,267
1992-12-19,68,714,68,494
1992-12-20,602,602,602,602
1992-12-21,143,934,143,448
1992-12-22,873,873,500,507
1992-12-23,679,679,149,325
1992-12-24,702,814,702,754
1992-12-25,618,998,618,931
1992-12-26,606,888,606,677
1992-12-27,703,703,384,689
1992-12-28,104,104,104,104
1992-12-29,395,590,395,586
1992-12-30,972,972,629,870
1992-12-31,505,505,320,367
1993-01-01,38,774,38,710
1993-01-02,578,762,536,745
1993-01-03,850,850,242,686
1993-01-04,255,255,255,255
1993-01-05,215,685,215,285
1993-01-06,69,493,69,440
1993-01-07,607,800,607,750
1993-01-08,410,541,410,421
1993-01-09,311,311,311,311
1993-01-10,262,262,262,262
1993-01-11,822,822,822,822
1993-01-12,426,996,426,631
1993-01-13,242,791,242,509
1993-01-14,900,900,304,615
1993-01-15,440,896,440,766
1993-01-16,233,293,233,284
1993-01-17,924,924,115,129
1993-01-18,267,321,267,270
1993-01-19,492,969,492,652
1993-01-20,957,957,449,481
1993-01-21,963,963,692,700
1993-01-22,495,841,283,647
1993-01-23,121,612,37,70
1993-01-24,43,587,32,562
1993-01-25,297,366,297,342
1993-01-26,727,727,727,727
1993-01-27,889,889,424,836
1993-01-28,183,233,24,87
1993-01-29,823,823,823,823
1993-01-30,749,867,651,729
1993-01-31,425,502,425,476
1993-02-01,898,898,1,465
1993-02-02,899,899,701,835
1993-02-03,473,473,473,473
1993-02-04,303,358,303,337
1993-02-05,443,690,443,574
1993-02-06,368,401,368,389
1993-02-07,462,600,241,339
1993-02-08,32,394,32,263
1993-02-09,381,418,381,403
1993-02-10,854,854,609,705
1993-02-11,58,629,58,246
1993-02-12,791,791,288,569
1993-02-13,833,853,18,848
1993-02-14,26,323,26,94
1993-02-15,859,859,162,380
1993-02-16,810,891,356,508
1993-02-17,128,745,72,653
1993-02-18,634,634,233,429
1993-02-19,597,956,19,333
1993-02-20,479,502,68,370
1993-02-21,773,773,773,773
1993-02-22,71,870,71,768
1993-02-23,673,673,437,517
1993-02-24,23,870,23,64
1993-02-25,795,795,795,795
1993-02-26,333,333,333,333
1993-02-27,642,643,529,579
1993-02-28,233,964,233,458
1993-03-01,881,881,681,696
1993-03-02,190,190,190,190
1993-03-03,536,658,536,604
1993-03-04,189,818,189,252
1993-03-05,942,942,941,942
1993-03-06,178,178,129,164
1993-03-07,790,790,740,772
1993-03-08,943,943,668,718
1993-03-09,268,795,268,670
1993-03-10,326,326,326,326
1993-03-11,623,624,215,622
1993-03-12,577,577,147,440
1993-03-13,582,860,281,609
1993-03-14,569,569,569,569
1993-03-15,448,548,169,471
1993-03-16,814,814,633,759
1993-03-17,238,375,228,300
1993-03-18,707,707,588,666
1993-03-19,511,511,511,511
1993-03-20,149,202,101,113
1993-03-21,970,970,696,957
1993-03-22,281,723,8,495
1993-03-23,335,689,335,505
1993-03-24,620,620,620,620
1993-03-25,710,971,248,765
1993-03-26,281,801,232,661
1993-03-27,469,469,427,445
1993-03-28,878,878,391,452
1993-03-29,204,881,63,770
1993-03-30,142,662,142,288
1993-03-31,346,523,346,492
1993-04-01,107,693,107,127
1993-04-02,939,939,939,939
1993-04-03,246,246,246,246
1993-04-04,128,128,128,128
1993-04-05,584,584,584,584
1993-04-06,276,424,276,400
1993-04-07,630,630,630,630
1993-04-08,321,321,321,321
1993-04-09,290,290,290,290
1993-04-10,569,569,425,461
1993-04-11,772,772,534,544
1993-04-12,605,717,134,217
1993-04-13,682,682,682,682
1993-04-14,897,897,443,803
1993-04-15,60,459,60,136
1993-04-16,891,988,153,969
1993-04-17,862,862,627,861
1993-04-18,617,937,125,410
1993-04-19,388,936,388,566
1993-04-20,129,579,83,342
1993-04-21,237,237,237,237
1993-04-22,951,951,377,581
1993-04-23,424,424,424,424
1993-04-24,763,763,415,420
1993-04-25,405,624,294,573
1993-04-26,662,662,233,611
1993-04-27,786,786,605,722
1993-04-28,981,981,415,745
1993-04-29,102,196,102,159
1993-04-30,137,610,137,165
1993-05-01,469,613,198,569
1993-05-02,166,169,166,168
1993-05-03,870,870,33,728
1993-05-04,402,864,402,553
1993-05-05,889,889,78,642
1993-05-06,10,581,10,28
1993-05-07,647,675,520,588
1993-05-08,663,663,663,663
1993-05-09,975,975,501,807
1993-05-10,662,662,130,178
1993-05-11,258,674,258,388
1993-05-12,290,435,290,348
1993-05-13,368,872,368,581
1993-05-14,797,797,204,242
1993-05-15,578,578,441,483
1993-05-16,532,532,532,532
1993-05-17,456,698,456,592
1993-05-18,262,509,262,301
1993-05-19,576,896,576,627
1993-05-20,758,758,687,719
1993-05-21,390,701,390,391
1993-05-22,754,839,754,760
1993-05-23,9,452,9,446
1993-05-24,39,444,39,406
1993-05-25,428,428,428,428
1993-05-26,167,283,167,182
1993-05-27,931,931,931,931
1993-05-28,951,986,679,975
1993-05-29,974,974,281,591
1993-05-30,675,675,201,442
1993-05-31,151,507,151,368
1993-06-01,939,939,331,382
1993-06-02,845,845,183,671
1993-06-03,777,777,777,777
1993-06-04,919,919,617,830
1993-06-05,68,171,68,96
1993-06-06,191,191,191,191
1993-06-07,508,508,366,491
1993-06-08,176,552,176,454
1993-06-09,712,712,712,712
1993-06-10,197,719,197,284
1993-06-11,600,600,600,600
1993-06-12,653,653,409,630
1993-06-13,49,376,49,279
1993-06-14,910,910,789,828
1993-06-15,548,689,345,561
1993-06-16,591,668,159,368
1993-06-17,885,885,373,716
1993-06-18,151,906,151,775
1993-06-19,445,445,445,445
1993-06-20,650,693,142,250
1993-06-21,365,752,365,410
1993-06-22,708,948,701,794
1993-06-23,720,720,225,497
1993-06-24,437,856,437,837
1993-06-25,165,298,165,211
1993-06-26,340,583,340,580
1993-06-27,681,681,575,605
1993-06-28,191,840,191,470
1993-06-29,196,272,196,237
1993-06-30,266,917,266,809
1993-07-01,798,798,291,471
1993-07-02,440,440,440,440
1993-07-03,19,617,19,603
1993-07-04,47,714,47,251
1993-07-05,602,602,602,602
1993-07-06,51,908,51,895
1993-07-07,445,445,445,445
1993-07-08,89,941,89,225
1993-07-09,337,771,337,583
1993-07-10,140,140,140,140
1993-07-11,52,742,52,348
1993-07-12,668,668,320,424
1993-07-13,272,898,272,666
1993-07-14,587,912,587,819
1993-07-15,208,402,67,377
1993-07-16,459,459,131,233
1993-07-17,579,812,166,416
1993-07-18,518,518,518,518
1993-07-19,524,649,524,612
1993-07-20,304,304,304,304
1993-07-21,6,551,6,113
1993-07-22,117,346,117,255
1993-07-23,868,990,622,734
1993-07-24,85,283,85,233
1993-07-25,75,75,75,75
1993-07-26,894,894,32,834
1993-07-27,915,915,915,915
1993-07-28,952,952,870,913
1993-07-29,392,392,392,392
1993-07-30,770,770,571,671
1993-07-31,593,844,465,582
1993-08-01,359,820,122,519
1993-08-02,770,770,481,728
1993-08-03,596,596,426,469
1993-08-04,850,850,427,649
1993-08-05,945,945,500,695
1993-08-06,580,580,580,580
1993-08-07,399,399,116,171
1993-08-08,194,687,194,374
1993-08-09,565,565,115,133
1993-08-10,743,980,637,847
1993-08-11,248,524,171,343
1993-08-12,828,828,702,753
1993-08-13,36,476,36,295
1993-08-14,282,530,94,230
1993-08-15,32,966,32,69
1993-08-16,629,629,250,337
1993-08-17,430,449,430,432
1993-08-18,61,802,61,222
1993-08-19,369,960,369,499
1993-08-20,449,449,449,449
1993-08-21,876,876,837,840
1993-08-22,449,642,449,606
1993-08-23,37,441,37,167
1993-08-24,917,917,215,226
1993-08-25,599,694,599,677
1993-08-26,527,696,527,670
1993-08-27,643,643,499,596
1993-08-28,41,119,41,99
1993-08-29,230,230,230,230
1993-08-30,283,585,283,452
1993-08-31,684,684,319,352
1993-09-01,140,946,140,821
1993-09-02,802,802,802,802
1993-09-03,521,521,521,521
1993-09-04,800,800,800,800
1993-09-05,934,934,407,573
1993-09-06,690,690,527,538
1993-09-07,969,969,327,372
1993-09-08,128,919,128,656
1993-09-09,460,460,137,375
1993-09-10,41,115,41,64
1993-09-11,527,527,461,464
1993-09-12,271,271,271,271
1993-09-13,939,939,939,939
1993-09-14,483,770,483,676
1993-09-15,256,491,256,443
1993-09-16,937,937,30,446
1993-09-17,971,971,718,923
1993-09-18,915,963,915,929
1993-09-19,611,686,611,665
1993-09-20,972,972,180,620
1993-09-21,760,760,346,527
1993-09-22,67,646,67,312
1993-09-23,287,287,97,182
1993-09-24,812,812,734,799
1993-09-25,519,519,193,359
1993-09-26,87,971,87,419
1993-09-27,242,242,242,242
1993-09-28,620,620,148,177
1993-09-29,920,920,541,748
1993-09-30,679,679,679,679
1993-10-01,793,793,10,264
1993-10-02,247,730,247,368
1993-10-03,25,36,25,31
1993-10-04,152,532,152,360
1993-10-05,798,798,784,786
1993-10-06,538,538,538,538
1993-10-07,664,804,260,600
1993-10-08,556,556,212,217
1993-10-09,337,337,248,307
1993-10-10,374,721,155,229
1993-10-11,332,332,332,332
1993-10-12,253,933,253,592
1993-10-13,448,448,382,416
1993-10-14,852,852,165,338
1993-10-15,372,380,271,352
1993-10-16,399,399,215,391
1993-10-17,53,662,53,144
1993-10-18,513,757,314,635
1993-10-19,294,618,294,602
1993-10-20,109,572,109,493
1993-10-21,808,808,779,808
1993-10-22,138,787,138,555
1993-10-23,736,990,679,947
1993-10-24,686,686,397,520
1993-10-25,587,587,587,587
1993-10-26,192,192,192,192
1993-10-27,277,277,277,277
1993-10-28,39,532,39,451
1993-10-29,701,701,555,613
1993-10-30,151,842,151,526
1993-10-31,915,915,568,665
1993-11-01,230,803,230,751
1993-11-02,489,926,489,606
1993-11-03,814,814,31,543
1993-11-04,795,972,709,966
1993-11-05,513,513,349,427
1993-11-06,241,666,241,419
1993-11-07,132,345,132,197
1993-11-08,764,764,764,764
1993-11-09,929,929,135,585
1993-11-10,157,821,157,642
1993-11-11,949,949,911,914
1993-11-12,448,448,448,448
1993-11-13,208,208,208,208
1993-11-14,87,227,36,137
1993-11-15,471,913,471,687
1993-11-16,124,907,124,742
1993-11-17,785,785,536,776
1993-11-18,217,445,70,387
1993-11-19,189,728,189,201
1993-11-20,178,399,21,293
1993-11-21,906,906,906,906
1993-11-22,161,161,161,161
1993-11-23,701,938,47,191
1993-11-24,827,827,181,511
1993-11-25,888,888,232,878
1993-11-26,200,577,200,552
1993-11-27,565,565,565,565
1993-11-28,378,576,378,500
1993-11-29,754,754,613,733
1993-11-30,187,986,187,439
1993-12-01,244,481,244,463
1993-12-02,52,948,52,65
1993-12-03,889,889,803,878
1993-12-04,937,937,490,856
1993-12-05,621,621,621,621
1993-12-06,531,981,115,295
1993-12-07,3,372,3,183
1993-12-08,414,414,414,414
1993-12-09,741,741,519,573
1993-12-10,292,411,292,371
1993-12-11,941,941,567,758
1993-12-12,297,855,287,578
1993-12-13,168,172,168,172
1993-12-14,556,556,72,396
1993-12-15,836,836,365,519
1993-12-16,74,475,3,393
1993-12-17,193,193,4,88
1993-12-18,647,762,647,693
1993-12-19,742,742,166,259
1993-12-20,722,722,722,722
1993-12-21,194,336,194,250
1993-12-22,417,843,417,452
1993-12-23,379,379,379,379
1993-12-24,531,605,247,552
1993-12-25,883,883,301,470
1993-12-26,483,483,483,483
1993-12-27,910,910,528,753
1993-12-28,237,568,237,345
1993-12-29,704,704,530,549
1993-12-30,505,505,401,458
1993-12-31,667,871,646,795
1994-01-01,874,874,874,874
1994-01-02,119,628,119,541
1994-01-03,266,266,266,266
1994-01-04,112,942,112,718
1994-01-05,492,492,492,492
1994-01-06,624,624,476,546
1994-01-07,630,987,630,837
1994-01-08,691,691,691,691
1994-01-09,57,272,57,250
1994-01-10,796,796,8,786
1994-01-11,132,231,132,147
1994-01-12,197,197,197,197
1994-01-13,333,333,1,133
1994-01-14,44,773,44,175
1994-01-15,62,541,62,179
1994-01-16,345,959,345,710
1994-01-17,639,639,165,256
1994-01-18,974,974,674,772
1994-01-19,314,314,314,314
1994-01-20,846,846,242,748
1994-01-21,136,929,136,894
1994-01-22,857,857,656,795
1994-01-23,38,414,38,219
1994-01-24,542,542,195,235
1994-01-25,541,838,287,558
1994-01-26,832,832,254,575
1994-01-27,230,230,230,230
1994-01-28,796,796,796,796
1994-01-29,843,843,244,531
1994-01-30,143,755,143,656
1994-01-31,602,602,602,602
1994-02-01,752,752,359,606
1994-02-02,219,219,219,219
1994-02-03,578,578,578,578
1994-02-04,389,479,389,444
1994-02-05,3,468,3,422
1994-02-06,351,355,255,350
1994-02-07,486,486,486,486
1994-02-08,556,806,364,594
1994-02-09,386,386,386,386
1994-02-10,62,310,62,248
1994-02-11,108,702,108,110
1994-02-12,177,517,177,510
1994-02-13,309,993,4,432
1994-02-14,966,966,143,872
1994-02-15,380,380,14,213
1994-02-16,69,305,69,152
1994-02-17,619,619,304,509
1994-02-18,616,616,286,415
1994-02-19,786,786,489,553
1994-02-20,557,557,74,428
1994-02-21,290,290,290,290
1994-02-22,778,864,149,629
1994-02-23,39,556,39,496
1994-02-24,811,811,564,647
1994-02-25,8,182,8,55
1994-02-26,849,849,249,652
1994-02-27,221,804,221,438
1994-02-28,430,766,361,392
1994-03-01,98,864,98,406
1994-03-02,456,572,164,408
1994-03-03,167,167,132,134
1994-03-04,901,901,10,225
1994-03-05,956,956,715,773
1994-03-06,832,832,832,832
1994-03-07,436,560,436,456
1994-03-08,666,666,170,435
1994-03-09,324,725,170,488
1994-03-10,240,519,4,319
1994-03-11,948,948,571,890
1994-03-12,88,757,88,572
1994-03-13,791,791,58,280
1994-03-14,720,881,720,861
1994-03-15,212,341,212,341
1994-03-16,513,513,181,206
1994-03-17,80,80,80,80
1994-03-18,133,453,88,385
1994-03-19,80,326,80,251
1994-03-20,584,596,584,588
1994-03-21,224,224,224,224
1994-03-22,743,743,22,163
1994-03-23,442,576,442,532
1994-03-24,547,913,384,638
1994-03-25,533,533,205,486
1994-03-26,286,567,65,264
1994-03-27,178,189,178,182
1994-03-28,564,976,564,653
1994-03-29,773,773,657,768
1994-03-30,13,395,13,224
1994-03-31,747,747,747,747
1994-04-01,137,726,137,683
1994-04-02,860,860,471,640
1994-04-03,767,855,767,809
1994-04-04,602,602,452,561
1994-04-05,966,966,442,456
1994-04-06,42,649,42,246
1994-04-07,365,929,365,880
1994-04-08,462,462,462,462
1994-04-09,656,656,462,652
1994-04-10,180,180,180,180
1994-04-11,549,906,549,578
1994-04-12,811,811,237,286
1994-04-13,306,505,145,434
1994-04-14,616,989,616,889
1994-04-15,783,783,534,607
1994-04-16,257,918,257,647
1994-04-17,906,906,145,724
1994-04-18,257,744,257,683
1994-04-19,196,661,196,377
1994-04-20,124,720,124,613
1994-04-21,408,917,408,658
1994-04-22,434,737,434,602
1994-04-23,535,800,285,600
1994-04-24,987,987,896,950
1994-04-25,608,980,482,814
1994-04-26,678,820,218,539
1994-04-27,528,726,169,453
1994-04-28,733,878,327,659
1994-04-29,652,652,652,652
1994-04-30,866,866,581,767
1994-05-01,999,999,121,263
1994-05-02,478,478,478,478
1994-05-03,878,878,755,765
1994-05-04,0,269,0,131
1994-05-05,234,981,234,753
1994-05-06,86,593,86,188
1994-05-07,326,326,326,326
1994-05-08,432,432,127,250
1994-05-09,393,546,393,529
1994-05-10,171,344,148,204
1994-05-11,652,804,652,676
1994-05-12,91,230,91,98
1994-05-13,431,588,213,508
1994-05-14,753,753,379,603
1994-05-15,991,991,151,453
1994-05-16,231,231,231,231
1994-05-17,737,737,737,737
1994-05-18,339,929,339,904
1994-05-19,841,968,13,517
1994-05-20,273,289,273,279
1994-05-21,383,622,383,444
1994-05-22,506,797,506,636
1994-05-23,966,966,274,282
1994-05-24,482,482,59,179
1994-05-25,195,195,14,82
1994-05-26,523,523,523,523
1994-05-27,954,954,205,371
1994-05-28,43,891,43,531
1994-05-29,335,517,335,471
1994-05-30,866,866,779,838
1994-05-31,581,581,581,581
1994-06-01,681,878,363,637
1994-06-02,597,597,597,597
1994-06-03,436,811,89,261
1994-06-04,158,158,158,158
1994-06-05,107,249,64,155
1994-06-06,605,903,605,758
1994-06-07,659,766,85,270
1994-06-08,254,254,170,218
1994-06-09,726,868,367,694
1994-06-10,848,848,451,465
1994-06-11,427,427,427,427
1994-06-12,772,772,399,504
1994-06-13,428,736,428,473
1994-06-14,175,175,175,175
1994-06-15,732,732,732,732
1994-06-16,889,889,637,705
1994-06-17,516,516,516,516
1994-06-18,865,865,155,558
1994-06-19,990,990,917,968
1994-06-20,892,892,729,783
1994-06-21,576,713,576,668
1994-06-22,283,475,283,404
1994-06-23,839,839,630,679
1994-06-24,34,79,34,79
1994-06-25,600,664,600,634
1994-06-26,154,406,154,390
1994-06-27,378,378,378,378
1994-06-28,452,847,308,659
1994-06-29,260,260,260,260
1994-06-30,481,785,293,450
1994-07-01,833,833,277,504
1994-07-02,797,797,96,640
1994-07-03,319,319,54,109
1994-07-04,732,732,732,732
1994-07-05,5,533,5,385
1994-07-06,834,834,818,818
1994-07-07,923,923,278,743
1994-07-08,358,580,98,325
1994-07-09,708,892,308,734
1994-07-10,281,281,281,281
1994-07-11,57,765,57,458
1994-07-12,282,331,282,295
1994-07-13,0,362,0,51
1994-07-14,715,715,715,715
1994-07-15,715,715,181,258
1994-07-16,142,560,142,464
1994-07-17,934,934,189,270
1994-07-18,742,742,131,218
1994-07-19,362,362,362,362
1994-07-20,769,769,125,434
1994-07-21,859,859,764,811
1994-07-22,354,354,272,314
1994-07-23,534,746,478,626
1994-07-24,988,988,569,770
1994-07-25,425,425,425,425
1994-07-26,28,417,28,158
1994-07-27,766,766,342,435
1994-07-28,135,584,18,317
1994-07-29,274,274,274,274
1994-07-30,788,788,204,657
1994-07-31,124,138,124,132
1994-08-01,987,987,870,956
1994-08-02,158,874,158,871
1994-08-03,669,835,79,811
1994-08-04,440,440,378,435
1994-08-05,947,947,43,381
1994-08-06,155,871,155,390
1994-08-07,259,435,259,377
1994-08-08,883,883,361,367
1994-08-09,650,650,650,650
1994-08-10,728,728,309,678
1994-08-11,228,318,228,298
1994-08-12,659,659,659,659
1994-08-13,662,662,662,662
1994-08-14,778,778,778,778
1994-08-15,335,586,335,573
1994-08-16,487,787,309,557
1994-08-17,244,244,244,244
1994-08-18,358,358,53,277
1994-08-19,411,411,411,411
1994-08-20,608,608,360,364
1994-08-21,918,918,841,844
1994-08-22,866,866,216,722
1994-08-23,693,693,329,675
1994-08-24,824,824,688,819
1994-08-25,901,901,768,809
1994-08-26,881,881,881,881
1994-08-27,837,862,664,684
